image,question,answer
20422.jpg,what is the text present in the image ?,8*2 = 
20423.jpg,what is the text present in the image ?,1-6 = 
20424.jpg,what is the text present in the image ?,7-1 = 
20425.jpg,what is the text present in the image ?,5+6 = 
20426.jpg,what is the text present in the image ?,6+9 = 
20427.jpg,what is the text present in the image ?,6*5 = 
20428.jpg,what is the text present in the image ?,7-8 = 
20429.jpg,what is the text present in the image ?,4*3 = 
20430.jpg,what is the text present in the image ?,5+8 = 
20431.jpg,what is the text present in the image ?,8+3 = 
20432.jpg,what is the text present in the image ?,8*2 = 
20433.jpg,what is the text present in the image ?,7*2 = 
20434.jpg,what is the text present in the image ?,3/2 = 
20435.jpg,what is the text present in the image ?,6/1 = 
20436.jpg,what is the text present in the image ?,3/2 = 
20437.jpg,what is the text present in the image ?,4-2 = 
20438.jpg,what is the text present in the image ?,6/6 = 
20439.jpg,what is the text present in the image ?,5*4 = 
20440.jpg,what is the text present in the image ?,5+8 = 
20441.jpg,what is the text present in the image ?,7*5 = 
20442.jpg,what is the text present in the image ?,7*9 = 
20443.jpg,what is the text present in the image ?,7+4 = 
20444.jpg,what is the text present in the image ?,2-4 = 
20445.jpg,what is the text present in the image ?,8/4 = 
20446.jpg,what is the text present in the image ?,3-5 = 
20447.jpg,what is the text present in the image ?,4+2 = 
20448.jpg,what is the text present in the image ?,7*6 = 
20449.jpg,what is the text present in the image ?,4*8 = 
20450.jpg,what is the text present in the image ?,5*4 = 
20451.jpg,what is the text present in the image ?,8-6 = 
20452.jpg,what is the text present in the image ?,8/3 = 
20453.jpg,what is the text present in the image ?,8*4 = 
20454.jpg,what is the text present in the image ?,1-7 = 
20455.jpg,what is the text present in the image ?,8+9 = 
20456.jpg,what is the text present in the image ?,4/4 = 
20457.jpg,what is the text present in the image ?,2-3 = 
20458.jpg,what is the text present in the image ?,9-7 = 
20459.jpg,what is the text present in the image ?,2*4 = 
20460.jpg,what is the text present in the image ?,8*7 = 
20461.jpg,what is the text present in the image ?,9*1 = 
20462.jpg,what is the text present in the image ?,5/4 = 
20463.jpg,what is the text present in the image ?,2+3 = 
20464.jpg,what is the text present in the image ?,1-3 = 
20465.jpg,what is the text present in the image ?,4+9 = 
20466.jpg,what is the text present in the image ?,9+9 = 
20467.jpg,what is the text present in the image ?,5*5 = 
20468.jpg,what is the text present in the image ?,5+9 = 
20469.jpg,what is the text present in the image ?,7/2 = 
20470.jpg,what is the text present in the image ?,8*2 = 
20471.jpg,what is the text present in the image ?,7*1 = 
20472.jpg,what is the text present in the image ?,2-7 = 
20473.jpg,what is the text present in the image ?,9/7 = 
20474.jpg,what is the text present in the image ?,7-6 = 
20475.jpg,what is the text present in the image ?,1/5 = 
20476.jpg,what is the text present in the image ?,3-4 = 
20477.jpg,what is the text present in the image ?,8*4 = 
20478.jpg,what is the text present in the image ?,1+1 = 
20479.jpg,what is the text present in the image ?,1*3 = 
20480.jpg,what is the text present in the image ?,8+6 = 
20481.jpg,what is the text present in the image ?,2-5 = 
20482.jpg,what is the text present in the image ?,4/4 = 
20483.jpg,what is the text present in the image ?,8+2 = 
20484.jpg,what is the text present in the image ?,7-2 = 
20485.jpg,what is the text present in the image ?,2*2 = 
20486.jpg,what is the text present in the image ?,7+6 = 
20487.jpg,what is the text present in the image ?,5-9 = 
20488.jpg,what is the text present in the image ?,5*4 = 
20489.jpg,what is the text present in the image ?,9/7 = 
20490.jpg,what is the text present in the image ?,9*5 = 
20491.jpg,what is the text present in the image ?,6/3 = 
20492.jpg,what is the text present in the image ?,9+2 = 
20493.jpg,what is the text present in the image ?,7/4 = 
20494.jpg,what is the text present in the image ?,4/8 = 
20495.jpg,what is the text present in the image ?,4/4 = 
20496.jpg,what is the text present in the image ?,3+7 = 
20497.jpg,what is the text present in the image ?,9*8 = 
20498.jpg,what is the text present in the image ?,1/4 = 
20499.jpg,what is the text present in the image ?,4+1 = 
20500.jpg,what is the text present in the image ?,5+3 = 
20501.jpg,what is the text present in the image ?,4/1 = 
20502.jpg,what is the text present in the image ?,7*6 = 
20503.jpg,what is the text present in the image ?,2*9 = 
20504.jpg,what is the text present in the image ?,7+3 = 
20505.jpg,what is the text present in the image ?,5-2 = 
20506.jpg,what is the text present in the image ?,4/9 = 
20507.jpg,what is the text present in the image ?,9-6 = 
20508.jpg,what is the text present in the image ?,8+6 = 
20509.jpg,what is the text present in the image ?,7+9 = 
20510.jpg,what is the text present in the image ?,1+7 = 
20511.jpg,what is the text present in the image ?,1+7 = 
20512.jpg,what is the text present in the image ?,5/8 = 
20513.jpg,what is the text present in the image ?,5*5 = 
20514.jpg,what is the text present in the image ?,8-6 = 
20515.jpg,what is the text present in the image ?,5*6 = 
20516.jpg,what is the text present in the image ?,9*2 = 
20517.jpg,what is the text present in the image ?,3*5 = 
20518.jpg,what is the text present in the image ?,5/5 = 
20519.jpg,what is the text present in the image ?,9/4 = 
20520.jpg,what is the text present in the image ?,8*3 = 
20521.jpg,what is the text present in the image ?,1-9 = 
20522.jpg,what is the text present in the image ?,8+8 = 
20523.jpg,what is the text present in the image ?,5+7 = 
20524.jpg,what is the text present in the image ?,4+2 = 
20525.jpg,what is the text present in the image ?,2*7 = 
20526.jpg,what is the text present in the image ?,9*9 = 
20527.jpg,what is the text present in the image ?,5*2 = 
20528.jpg,what is the text present in the image ?,2+1 = 
20529.jpg,what is the text present in the image ?,5-6 = 
20530.jpg,what is the text present in the image ?,8+6 = 
20531.jpg,what is the text present in the image ?,9/4 = 
20532.jpg,what is the text present in the image ?,1-4 = 
20533.jpg,what is the text present in the image ?,2-7 = 
20534.jpg,what is the text present in the image ?,6/8 = 
20535.jpg,what is the text present in the image ?,2/4 = 
20536.jpg,what is the text present in the image ?,4-4 = 
20537.jpg,what is the text present in the image ?,1-1 = 
20538.jpg,what is the text present in the image ?,1-4 = 
20539.jpg,what is the text present in the image ?,1-5 = 
20540.jpg,what is the text present in the image ?,9+6 = 
20541.jpg,what is the text present in the image ?,6*6 = 
20542.jpg,what is the text present in the image ?,3+4 = 
20543.jpg,what is the text present in the image ?,4*7 = 
20544.jpg,what is the text present in the image ?,1+8 = 
20545.jpg,what is the text present in the image ?,6+7 = 
20546.jpg,what is the text present in the image ?,6/5 = 
20547.jpg,what is the text present in the image ?,7/2 = 
20548.jpg,what is the text present in the image ?,6-5 = 
20549.jpg,what is the text present in the image ?,6/1 = 
20550.jpg,what is the text present in the image ?,4+2 = 
20551.jpg,what is the text present in the image ?,5*5 = 
20552.jpg,what is the text present in the image ?,9-6 = 
20553.jpg,what is the text present in the image ?,2-9 = 
20554.jpg,what is the text present in the image ?,2-8 = 
20555.jpg,what is the text present in the image ?,2-4 = 
20556.jpg,what is the text present in the image ?,8+8 = 
20557.jpg,what is the text present in the image ?,1*2 = 
20558.jpg,what is the text present in the image ?,7*7 = 
20559.jpg,what is the text present in the image ?,9-6 = 
20560.jpg,what is the text present in the image ?,4+2 = 
20561.jpg,what is the text present in the image ?,3-7 = 
20562.jpg,what is the text present in the image ?,5/9 = 
20563.jpg,what is the text present in the image ?,8*4 = 
20564.jpg,what is the text present in the image ?,1/1 = 
20565.jpg,what is the text present in the image ?,2+5 = 
20566.jpg,what is the text present in the image ?,9/7 = 
20567.jpg,what is the text present in the image ?,1+3 = 
20568.jpg,what is the text present in the image ?,6/1 = 
20569.jpg,what is the text present in the image ?,2*8 = 
20570.jpg,what is the text present in the image ?,9/7 = 
20571.jpg,what is the text present in the image ?,9+8 = 
20572.jpg,what is the text present in the image ?,4-4 = 
20573.jpg,what is the text present in the image ?,9+1 = 
20574.jpg,what is the text present in the image ?,1*9 = 
20575.jpg,what is the text present in the image ?,5+8 = 
20576.jpg,what is the text present in the image ?,8/8 = 
20577.jpg,what is the text present in the image ?,3-1 = 
20578.jpg,what is the text present in the image ?,5+2 = 
20579.jpg,what is the text present in the image ?,8*9 = 
20580.jpg,what is the text present in the image ?,5/2 = 
20581.jpg,what is the text present in the image ?,3*1 = 
20582.jpg,what is the text present in the image ?,9+2 = 
20583.jpg,what is the text present in the image ?,2/7 = 
20584.jpg,what is the text present in the image ?,2*3 = 
20585.jpg,what is the text present in the image ?,5*3 = 
20586.jpg,what is the text present in the image ?,9*6 = 
20587.jpg,what is the text present in the image ?,6/1 = 
20588.jpg,what is the text present in the image ?,3-5 = 
20589.jpg,what is the text present in the image ?,3-1 = 
20590.jpg,what is the text present in the image ?,4/3 = 
20591.jpg,what is the text present in the image ?,9-7 = 
20592.jpg,what is the text present in the image ?,9/2 = 
20593.jpg,what is the text present in the image ?,8*7 = 
20594.jpg,what is the text present in the image ?,5*5 = 
20595.jpg,what is the text present in the image ?,9+2 = 
20596.jpg,what is the text present in the image ?,8*2 = 
20597.jpg,what is the text present in the image ?,9+7 = 
20598.jpg,what is the text present in the image ?,8/1 = 
20599.jpg,what is the text present in the image ?,9+7 = 
20600.jpg,what is the text present in the image ?,2*6 = 
20601.jpg,what is the text present in the image ?,7-5 = 
20602.jpg,what is the text present in the image ?,4*8 = 
20603.jpg,what is the text present in the image ?,2-1 = 
20604.jpg,what is the text present in the image ?,9/1 = 
20605.jpg,what is the text present in the image ?,6*8 = 
20606.jpg,what is the text present in the image ?,3+1 = 
20607.jpg,what is the text present in the image ?,8+1 = 
20608.jpg,what is the text present in the image ?,6+3 = 
20609.jpg,what is the text present in the image ?,4*8 = 
20610.jpg,what is the text present in the image ?,2/2 = 
20611.jpg,what is the text present in the image ?,7-3 = 
20612.jpg,what is the text present in the image ?,1*4 = 
20613.jpg,what is the text present in the image ?,6/9 = 
20614.jpg,what is the text present in the image ?,8/1 = 
20615.jpg,what is the text present in the image ?,9-4 = 
20616.jpg,what is the text present in the image ?,2*1 = 
20617.jpg,what is the text present in the image ?,5/3 = 
20618.jpg,what is the text present in the image ?,4+1 = 
20619.jpg,what is the text present in the image ?,6*8 = 
20620.jpg,what is the text present in the image ?,3+9 = 
20621.jpg,what is the text present in the image ?,6*1 = 
20622.jpg,what is the text present in the image ?,6/3 = 
20623.jpg,what is the text present in the image ?,9-5 = 
20624.jpg,what is the text present in the image ?,7-4 = 
20625.jpg,what is the text present in the image ?,3/2 = 
20626.jpg,what is the text present in the image ?,8+2 = 
20627.jpg,what is the text present in the image ?,8/7 = 
20628.jpg,what is the text present in the image ?,6*1 = 
20629.jpg,what is the text present in the image ?,2*3 = 
20630.jpg,what is the text present in the image ?,4*1 = 
20631.jpg,what is the text present in the image ?,5-3 = 
20632.jpg,what is the text present in the image ?,3/3 = 
20633.jpg,what is the text present in the image ?,2/9 = 
20634.jpg,what is the text present in the image ?,9*4 = 
20635.jpg,what is the text present in the image ?,4/5 = 
20636.jpg,what is the text present in the image ?,9/7 = 
20637.jpg,what is the text present in the image ?,6*6 = 
20638.jpg,what is the text present in the image ?,4-4 = 
